Frame,LM_0,LM_1,LM_2,LM_3,LM_4,LM_5,LM_6,LM_7,LM_8,LM_9,LM_10,LM_11,LM_12,LM_13,LM_14,LM_15,LM_16,LM_17,LM_18,LM_19,LM_20,LM_21,LM_22,LM_23,LM_24,LM_25,LM_26,LM_27,LM_28,LM_29,LM_30,LM_31,LM_32,LM_33,LM_34,LM_35,LM_36,LM_37,LM_38,LM_39,LM_40,LM_41,LM_42,LM_43,LM_44,LM_45,LM_46,LM_47,LM_48,LM_49,LM_50,LM_51,LM_52,LM_53,LM_54,LM_55,LM_56,LM_57,LM_58,LM_59,LM_60,LM_61,LM_62
0,0.7726982235908508,0.8777124881744385,-5.69750056911289e-07,0.690376341342926,0.7998048663139343,-0.0383917465806007,0.6922951340675354,0.6633203029632568,-0.0568482242524623,0.7361426949501038,0.5452218651771545,-0.0615006387233734,0.7742604613304138,0.4725822210311889,-0.0623240135610103,0.7308080196380615,0.7483649849891663,-0.1129762008786201,0.7662794589996338,0.5783296227455139,-0.1395153701305389,0.7550367712974548,0.5233516097068787,-0.1356098055839538,0.7389037609100342,0.5074343085289001,-0.127366229891777,0.7980008721351624,0.7532727718353271,-0.0967385917901992,0.8035888671875,0.56928950548172,-0.1180672198534011,0.7722726464271545,0.558186948299408,-0.1014968827366828,0.7535641193389893,0.5890653133392334,-0.0878565832972526,0.8493744134902954,0.747240424156189,-0.0786016806960105,0.8412733674049377,0.5865167379379272,-0.0976691767573356,0.8104434609413147,0.5935947895050049,-0.0792024508118629,0.7971267700195312,0.632561445236206,-0.0635979324579238,0.8866236209869385,0.7320340871810913,-0.0616399124264717,0.8745598196983337,0.6073735356330872,-0.0763156190514564,0.8486032485961914,0.6096761226654053,-0.0686220899224281,0.8374850749969482,0.642856776714325,-0.0610141679644584
1,0.7726982235908508,0.8777124881744385,-5.69750056911289e-07,0.690376341342926,0.7998048663139343,-0.0383917465806007,0.6922951340675354,0.6633203029632568,-0.0568482242524623,0.7361426949501038,0.5452218651771545,-0.0615006387233734,0.7742604613304138,0.4725822210311889,-0.0623240135610103,0.7308080196380615,0.7483649849891663,-0.1129762008786201,0.7662794589996338,0.5783296227455139,-0.1395153701305389,0.7550367712974548,0.5233516097068787,-0.1356098055839538,0.7389037609100342,0.5074343085289001,-0.127366229891777,0.7980008721351624,0.7532727718353271,-0.0967385917901992,0.8035888671875,0.56928950548172,-0.1180672198534011,0.7722726464271545,0.558186948299408,-0.1014968827366828,0.7535641193389893,0.5890653133392334,-0.0878565832972526,0.8493744134902954,0.747240424156189,-0.0786016806960105,0.8412733674049377,0.5865167379379272,-0.0976691767573356,0.8104434609413147,0.5935947895050049,-0.0792024508118629,0.7971267700195312,0.632561445236206,-0.0635979324579238,0.8866236209869385,0.7320340871810913,-0.0616399124264717,0.8745598196983337,0.6073735356330872,-0.0763156190514564,0.8486032485961914,0.6096761226654053,-0.0686220899224281,0.8374850749969482,0.642856776714325,-0.0610141679644584
2,0.7726982235908508,0.8777124881744385,-5.69750056911289e-07,0.690376341342926,0.7998048663139343,-0.0383917465806007,0.6922951340675354,0.6633203029632568,-0.0568482242524623,0.7361426949501038,0.5452218651771545,-0.0615006387233734,0.7742604613304138,0.4725822210311889,-0.0623240135610103,0.7308080196380615,0.7483649849891663,-0.1129762008786201,0.7662794589996338,0.5783296227455139,-0.1395153701305389,0.7550367712974548,0.5233516097068787,-0.1356098055839538,0.7389037609100342,0.5074343085289001,-0.127366229891777,0.7980008721351624,0.7532727718353271,-0.0967385917901992,0.8035888671875,0.56928950548172,-0.1180672198534011,0.7722726464271545,0.558186948299408,-0.1014968827366828,0.7535641193389893,0.5890653133392334,-0.0878565832972526,0.8493744134902954,0.747240424156189,-0.0786016806960105,0.8412733674049377,0.5865167379379272,-0.0976691767573356,0.8104434609413147,0.5935947895050049,-0.0792024508118629,0.7971267700195312,0.632561445236206,-0.0635979324579238,0.8866236209869385,0.7320340871810913,-0.0616399124264717,0.8745598196983337,0.6073735356330872,-0.0763156190514564,0.8486032485961914,0.6096761226654053,-0.0686220899224281,0.8374850749969482,0.642856776714325,-0.0610141679644584
3,0.7726982235908508,0.8777124881744385,-5.69750056911289e-07,0.690376341342926,0.7998048663139343,-0.0383917465806007,0.6922951340675354,0.6633203029632568,-0.0568482242524623,0.7361426949501038,0.5452218651771545,-0.0615006387233734,0.7742604613304138,0.4725822210311889,-0.0623240135610103,0.7308080196380615,0.7483649849891663,-0.1129762008786201,0.7662794589996338,0.5783296227455139,-0.1395153701305389,0.7550367712974548,0.5233516097068787,-0.1356098055839538,0.7389037609100342,0.5074343085289001,-0.127366229891777,0.7980008721351624,0.7532727718353271,-0.0967385917901992,0.8035888671875,0.56928950548172,-0.1180672198534011,0.7722726464271545,0.558186948299408,-0.1014968827366828,0.7535641193389893,0.5890653133392334,-0.0878565832972526,0.8493744134902954,0.747240424156189,-0.0786016806960105,0.8412733674049377,0.5865167379379272,-0.0976691767573356,0.8104434609413147,0.5935947895050049,-0.0792024508118629,0.7971267700195312,0.632561445236206,-0.0635979324579238,0.8866236209869385,0.7320340871810913,-0.0616399124264717,0.8745598196983337,0.6073735356330872,-0.0763156190514564,0.8486032485961914,0.6096761226654053,-0.0686220899224281,0.8374850749969482,0.642856776714325,-0.0610141679644584
4,0.7726982235908508,0.8777124881744385,-5.69750056911289e-07,0.690376341342926,0.7998048663139343,-0.0383917465806007,0.6922951340675354,0.6633203029632568,-0.0568482242524623,0.7361426949501038,0.5452218651771545,-0.0615006387233734,0.7742604613304138,0.4725822210311889,-0.0623240135610103,0.7308080196380615,0.7483649849891663,-0.1129762008786201,0.7662794589996338,0.5783296227455139,-0.1395153701305389,0.7550367712974548,0.5233516097068787,-0.1356098055839538,0.7389037609100342,0.5074343085289001,-0.127366229891777,0.7980008721351624,0.7532727718353271,-0.0967385917901992,0.8035888671875,0.56928950548172,-0.1180672198534011,0.7722726464271545,0.558186948299408,-0.1014968827366828,0.7535641193389893,0.5890653133392334,-0.0878565832972526,0.8493744134902954,0.747240424156189,-0.0786016806960105,0.8412733674049377,0.5865167379379272,-0.0976691767573356,0.8104434609413147,0.5935947895050049,-0.0792024508118629,0.7971267700195312,0.632561445236206,-0.0635979324579238,0.8866236209869385,0.7320340871810913,-0.0616399124264717,0.8745598196983337,0.6073735356330872,-0.0763156190514564,0.8486032485961914,0.6096761226654053,-0.0686220899224281,0.8374850749969482,0.642856776714325,-0.0610141679644584
5,0.7726982235908508,0.8777124881744385,-5.69750056911289e-07,0.690376341342926,0.7998048663139343,-0.0383917465806007,0.6922951340675354,0.6633203029632568,-0.0568482242524623,0.7361426949501038,0.5452218651771545,-0.0615006387233734,0.7742604613304138,0.4725822210311889,-0.0623240135610103,0.7308080196380615,0.7483649849891663,-0.1129762008786201,0.7662794589996338,0.5783296227455139,-0.1395153701305389,0.7550367712974548,0.5233516097068787,-0.1356098055839538,0.7389037609100342,0.5074343085289001,-0.127366229891777,0.7980008721351624,0.7532727718353271,-0.0967385917901992,0.8035888671875,0.56928950548172,-0.1180672198534011,0.7722726464271545,0.558186948299408,-0.1014968827366828,0.7535641193389893,0.5890653133392334,-0.0878565832972526,0.8493744134902954,0.747240424156189,-0.0786016806960105,0.8412733674049377,0.5865167379379272,-0.0976691767573356,0.8104434609413147,0.5935947895050049,-0.0792024508118629,0.7971267700195312,0.632561445236206,-0.0635979324579238,0.8866236209869385,0.7320340871810913,-0.0616399124264717,0.8745598196983337,0.6073735356330872,-0.0763156190514564,0.8486032485961914,0.6096761226654053,-0.0686220899224281,0.8374850749969482,0.642856776714325,-0.0610141679644584
6,0.7726982235908508,0.8777124881744385,-5.69750056911289e-07,0.690376341342926,0.7998048663139343,-0.0383917465806007,0.6922951340675354,0.6633203029632568,-0.0568482242524623,0.7361426949501038,0.5452218651771545,-0.0615006387233734,0.7742604613304138,0.4725822210311889,-0.0623240135610103,0.7308080196380615,0.7483649849891663,-0.1129762008786201,0.7662794589996338,0.5783296227455139,-0.1395153701305389,0.7550367712974548,0.5233516097068787,-0.1356098055839538,0.7389037609100342,0.5074343085289001,-0.127366229891777,0.7980008721351624,0.7532727718353271,-0.0967385917901992,0.8035888671875,0.56928950548172,-0.1180672198534011,0.7722726464271545,0.558186948299408,-0.1014968827366828,0.7535641193389893,0.5890653133392334,-0.0878565832972526,0.8493744134902954,0.747240424156189,-0.0786016806960105,0.8412733674049377,0.5865167379379272,-0.0976691767573356,0.8104434609413147,0.5935947895050049,-0.0792024508118629,0.7971267700195312,0.632561445236206,-0.0635979324579238,0.8866236209869385,0.7320340871810913,-0.0616399124264717,0.8745598196983337,0.6073735356330872,-0.0763156190514564,0.8486032485961914,0.6096761226654053,-0.0686220899224281,0.8374850749969482,0.642856776714325,-0.0610141679644584
7,0.7726982235908508,0.8777124881744385,-5.69750056911289e-07,0.690376341342926,0.7998048663139343,-0.0383917465806007,0.6922951340675354,0.6633203029632568,-0.0568482242524623,0.7361426949501038,0.5452218651771545,-0.0615006387233734,0.7742604613304138,0.4725822210311889,-0.0623240135610103,0.7308080196380615,0.7483649849891663,-0.1129762008786201,0.7662794589996338,0.5783296227455139,-0.1395153701305389,0.7550367712974548,0.5233516097068787,-0.1356098055839538,0.7389037609100342,0.5074343085289001,-0.127366229891777,0.7980008721351624,0.7532727718353271,-0.0967385917901992,0.8035888671875,0.56928950548172,-0.1180672198534011,0.7722726464271545,0.558186948299408,-0.1014968827366828,0.7535641193389893,0.5890653133392334,-0.0878565832972526,0.8493744134902954,0.747240424156189,-0.0786016806960105,0.8412733674049377,0.5865167379379272,-0.0976691767573356,0.8104434609413147,0.5935947895050049,-0.0792024508118629,0.7971267700195312,0.632561445236206,-0.0635979324579238,0.8866236209869385,0.7320340871810913,-0.0616399124264717,0.8745598196983337,0.6073735356330872,-0.0763156190514564,0.8486032485961914,0.6096761226654053,-0.0686220899224281,0.8374850749969482,0.642856776714325,-0.0610141679644584
8,0.7726982235908508,0.8777124881744385,-5.69750056911289e-07,0.690376341342926,0.7998048663139343,-0.0383917465806007,0.6922951340675354,0.6633203029632568,-0.0568482242524623,0.7361426949501038,0.5452218651771545,-0.0615006387233734,0.7742604613304138,0.4725822210311889,-0.0623240135610103,0.7308080196380615,0.7483649849891663,-0.1129762008786201,0.7662794589996338,0.5783296227455139,-0.1395153701305389,0.7550367712974548,0.5233516097068787,-0.1356098055839538,0.7389037609100342,0.5074343085289001,-0.127366229891777,0.7980008721351624,0.7532727718353271,-0.0967385917901992,0.8035888671875,0.56928950548172,-0.1180672198534011,0.7722726464271545,0.558186948299408,-0.1014968827366828,0.7535641193389893,0.5890653133392334,-0.0878565832972526,0.8493744134902954,0.747240424156189,-0.0786016806960105,0.8412733674049377,0.5865167379379272,-0.0976691767573356,0.8104434609413147,0.5935947895050049,-0.0792024508118629,0.7971267700195312,0.632561445236206,-0.0635979324579238,0.8866236209869385,0.7320340871810913,-0.0616399124264717,0.8745598196983337,0.6073735356330872,-0.0763156190514564,0.8486032485961914,0.6096761226654053,-0.0686220899224281,0.8374850749969482,0.642856776714325,-0.0610141679644584
9,0.7726982235908508,0.8777124881744385,-5.69750056911289e-07,0.690376341342926,0.7998048663139343,-0.0383917465806007,0.6922951340675354,0.6633203029632568,-0.0568482242524623,0.7361426949501038,0.5452218651771545,-0.0615006387233734,0.7742604613304138,0.4725822210311889,-0.0623240135610103,0.7308080196380615,0.7483649849891663,-0.1129762008786201,0.7662794589996338,0.5783296227455139,-0.1395153701305389,0.7550367712974548,0.5233516097068787,-0.1356098055839538,0.7389037609100342,0.5074343085289001,-0.127366229891777,0.7980008721351624,0.7532727718353271,-0.0967385917901992,0.8035888671875,0.56928950548172,-0.1180672198534011,0.7722726464271545,0.558186948299408,-0.1014968827366828,0.7535641193389893,0.5890653133392334,-0.0878565832972526,0.8493744134902954,0.747240424156189,-0.0786016806960105,0.8412733674049377,0.5865167379379272,-0.0976691767573356,0.8104434609413147,0.5935947895050049,-0.0792024508118629,0.7971267700195312,0.632561445236206,-0.0635979324579238,0.8866236209869385,0.7320340871810913,-0.0616399124264717,0.8745598196983337,0.6073735356330872,-0.0763156190514564,0.8486032485961914,0.6096761226654053,-0.0686220899224281,0.8374850749969482,0.642856776714325,-0.0610141679644584
