Frame,LM_0,LM_1,LM_2,LM_3,LM_4,LM_5,LM_6,LM_7,LM_8,LM_9,LM_10,LM_11,LM_12,LM_13,LM_14,LM_15,LM_16,LM_17,LM_18,LM_19,LM_20,LM_21,LM_22,LM_23,LM_24,LM_25,LM_26,LM_27,LM_28,LM_29,LM_30,LM_31,LM_32,LM_33,LM_34,LM_35,LM_36,LM_37,LM_38,LM_39,LM_40,LM_41,LM_42,LM_43,LM_44,LM_45,LM_46,LM_47,LM_48,LM_49,LM_50,LM_51,LM_52,LM_53,LM_54,LM_55,LM_56,LM_57,LM_58,LM_59,LM_60,LM_61,LM_62
0,0.6016032695770264,0.8995537757873535,9.131173897003464e-07,0.6522384285926819,0.9400905966758728,-0.0455457046627998,0.7108348608016968,0.956023335456848,-0.0739478766918182,0.745389997959137,0.9574713110923768,-0.0990296751260757,0.7720393538475037,0.950061857700348,-0.1266025751829147,0.7777325510978699,0.7684884071350098,-0.0632465705275535,0.850048303604126,0.7236919403076172,-0.1021330952644348,0.8999754190444946,0.7005555033683777,-0.1318252831697464,0.946009635925293,0.6865735650062561,-0.1520548611879348,0.7405898571014404,0.7172459363937378,-0.0679800733923912,0.7925181984901428,0.6262893080711365,-0.0981736555695533,0.8346414566040039,0.5714845657348633,-0.124326191842556,0.8738563656806946,0.5356229543685913,-0.1431887149810791,0.6854974031448364,0.7037484049797058,-0.0768123194575309,0.7161474823951721,0.6108705997467041,-0.113471895456314,0.7465772032737732,0.5580564141273499,-0.1432030797004699,0.7781631946563721,0.5216084718704224,-0.1631209999322891,0.6189514398574829,0.7195518612861633,-0.0886685326695442,0.6188772916793823,0.6778836250305176,-0.1285250782966613,0.6240273118019104,0.6757741570472717,-0.1471041142940521,0.6345461010932922,0.6779601573944092,-0.1573081910610199
1,0.5876020193099976,0.9151971936225892,8.412242777922074e-07,0.6431567668914795,0.9476647973060608,-0.0403692871332168,0.7024303078651428,0.9506446719169616,-0.0647746846079826,0.7278367280960083,0.921308159828186,-0.0867897123098373,0.7468535900115967,0.889263391494751,-0.1094488501548767,0.7717304229736328,0.774635910987854,-0.0502742677927017,0.849403440952301,0.7237639427185059,-0.0884653553366661,0.900030791759491,0.7015370726585388,-0.1170919090509414,0.944243550300598,0.6880849003791809,-0.1356153637170791,0.7335739135742188,0.7236653566360474,-0.0566004365682601,0.7895362377166748,0.6266300678253174,-0.0864897817373275,0.8320108652114868,0.5705468654632568,-0.1123497486114502,0.8708847761154175,0.5320447683334351,-0.1292300373315811,0.6788680553436279,0.7107774019241333,-0.0673377141356468,0.7103564143180847,0.6146987676620483,-0.101457230746746,0.7380440831184387,0.5562006831169128,-0.1284919828176498,0.7698377966880798,0.5096560120582581,-0.1453265845775604,0.6143221259117126,0.7298421263694763,-0.0809655487537384,0.6124317646026611,0.664602518081665,-0.1183423027396202,0.607158362865448,0.6308116316795349,-0.1341690570116043,0.6059205532073975,0.6018481850624084,-0.1408823728561401
2,0.5714339017868042,0.919636845588684,7.975249332048406e-07,0.630257785320282,0.9491556286811828,-0.0380357652902603,0.7010291218757629,0.9612338542938232,-0.0634319707751274,0.7408783435821533,0.9637662172317504,-0.0875043272972107,0.7806352972984314,0.974263310432434,-0.1124274283647537,0.7625642418861389,0.7791528105735779,-0.0482676029205322,0.8402935862541199,0.7213566303253174,-0.0862374156713485,0.8927294015884399,0.6984918117523193,-0.11479152739048,0.9402337074279784,0.6845843195915222,-0.1340668946504593,0.7277500629425049,0.7267537117004395,-0.0565703846514225,0.7842958569526672,0.627755880355835,-0.0858974680304527,0.8296533226966858,0.5693600177764893,-0.1111966371536254,0.8695558905601501,0.526955246925354,-0.1284990757703781,0.6758590936660767,0.711747944355011,-0.0695213451981544,0.7059963345527649,0.6128529906272888,-0.1028986647725105,0.7345002889633179,0.5511444807052612,-0.1321364343166351,0.7659424543380737,0.5003365278244019,-0.1514863818883896,0.6135002970695496,0.7281997799873352,-0.0853069201111793,0.5953518152236938,0.6561018228530884,-0.1230322197079658,0.5815581679344177,0.6154500246047974,-0.1420011818408966,0.5747122168540955,0.5779472589492798,-0.1518342494964599
3,0.568769097328186,0.9245424270629884,7.62483637117839e-07,0.633253276348114,0.953796923160553,-0.0349525921046733,0.7008625864982605,0.9505913257598876,-0.0552945248782634,0.7388651967048645,0.9346558451652528,-0.0744568109512329,0.7741504907608032,0.921824038028717,-0.0942326933145523,0.7653830647468567,0.7725278735160828,-0.0403486378490924,0.8432111740112305,0.7182428240776062,-0.0727389082312583,0.8933853507041931,0.6944249272346497,-0.0975796580314636,0.9382152557373048,0.6758866310119629,-0.1145258471369743,0.7288563251495361,0.7221342921257019,-0.0474843755364418,0.784887969493866,0.6232466697692871,-0.0726078897714614,0.8277968764305115,0.5655828714370728,-0.0958779230713844,0.8663033843040466,0.5221956372261047,-0.1118831560015678,0.676763653755188,0.7080292701721191,-0.0588829480111599,0.7056912183761597,0.6103178858757019,-0.0900411829352378,0.731253981590271,0.5508707761764526,-0.1186999380588531,0.7595108151435852,0.5015397071838379,-0.1377007812261581,0.6155464053153992,0.7252998352050781,-0.0728039294481277,0.6046997904777527,0.668204128742218,-0.1082054302096366,0.593081533908844,0.6452741622924805,-0.1257302463054657,0.5858555436134338,0.6238328218460083,-0.1346414536237716
4,0.5655944347381592,0.9227373003959656,7.20007051313587e-07,0.6334502100944519,0.9482682943344116,-0.0351068116724491,0.7092880010604858,0.9495310187339784,-0.0574795454740524,0.7631372809410095,0.9577868580818176,-0.0790934711694717,0.8106127381324768,0.9654595255851746,-0.1014660745859146,0.7605925798416138,0.7695991396903992,-0.0429426319897174,0.8406490683555603,0.7130224108695984,-0.0772326663136482,0.8904283046722412,0.6897844076156616,-0.1030643433332443,0.9361204504966736,0.6723928451538086,-0.1212827637791633,0.7237449884414673,0.7207330465316772,-0.0511200241744518,0.7786464691162109,0.6191694736480713,-0.0801974684000015,0.8210808038711548,0.5621514916419983,-0.1059204936027526,0.8600084185600281,0.5187124609947205,-0.1237939968705177,0.6736901998519897,0.7078826427459717,-0.0634440407156944,0.7017989158630371,0.6088204383850098,-0.0964982807636261,0.7279687523841858,0.5457241535186768,-0.1264881640672683,0.7585526704788208,0.4920423924922943,-0.146718680858612,0.6168996095657349,0.7262420058250427,-0.0783255472779274,0.6008940935134888,0.6608374118804932,-0.1140980795025825,0.5870251059532166,0.6279909610748291,-0.1330382823944091,0.5801169872283936,0.5982323288917542,-0.1435601115226745
5,0.5648223161697388,0.9210299253463744,8.165807230398059e-07,0.6318783760070801,0.9457534551620485,-0.0336180292069911,0.709983229637146,0.9470797777175904,-0.0549159571528434,0.7677126526832581,0.9670201539993286,-0.0759788528084755,0.8157728314399719,0.9889754056930542,-0.0987076312303543,0.7592843174934387,0.7642978429794312,-0.0387573167681694,0.8370223641395569,0.7084898352622986,-0.0708991065621376,0.8883488774299622,0.6845874190330505,-0.0964588895440101,0.9352821111679076,0.6656821966171265,-0.1146422326564788,0.7216664552688599,0.7154768109321594,-0.0472700335085392,0.7769047617912292,0.6118806600570679,-0.0735730156302452,0.8203146457672119,0.5546877980232239,-0.098951555788517,0.8591192960739136,0.512165904045105,-0.1167418211698532,0.6712007522583008,0.7034721374511719,-0.0597855821251869,0.6992197036743164,0.6081037521362305,-0.0924628153443336,0.726779580116272,0.5491753816604614,-0.1233501136302948,0.7541182637214661,0.5002608299255371,-0.1439409255981445,0.6161379218101501,0.7231588363647461,-0.0746802911162376,0.605986475944519,0.6751664280891418,-0.1098455414175987,0.5906813144683838,0.6644729375839233,-0.1266846358776092,0.5771788954734802,0.6546688079833984,-0.1354613900184631
6,0.565649151802063,0.9230425953865052,8.005891345419514e-07,0.6378178596496582,0.948137640953064,-0.0317101143300533,0.7147564888000488,0.9465575814247132,-0.051493614912033,0.7727096676826477,0.9628056883811952,-0.0715272724628448,0.8189601898193359,0.9850804805755616,-0.0926932916045188,0.758501410484314,0.7607516646385193,-0.0330704897642135,0.8334507942199707,0.7034153938293457,-0.0642701536417007,0.8838202357292175,0.6784663200378418,-0.0895430594682693,0.929614007472992,0.6595234870910645,-0.1075930222868919,0.7218146920204163,0.71232670545578,-0.0419172719120979,0.7764325737953186,0.6065080165863037,-0.0677879452705383,0.8194349408149719,0.5487866401672363,-0.0926859974861145,0.8573645949363708,0.5059821009635925,-0.1098716333508491,0.6729233860969543,0.7009787559509277,-0.0547660626471042,0.6990434527397156,0.6041301488876343,-0.08533576130867,0.7247128486633301,0.5445935726165771,-0.1130706146359443,0.7510889768600464,0.4953363239765167,-0.1312635093927383,0.6191923022270203,0.720676064491272,-0.0701861903071403,0.6063748598098755,0.6632966995239258,-0.1026992425322532,0.593559741973877,0.6427336931228638,-0.1175979748368263,0.5836003422737122,0.6261168718338013,-0.1249208152294159
7,0.5647361874580383,0.92258220911026,7.504798418267455e-07,0.6393030881881714,0.9468587040901184,-0.0320689640939235,0.7175901532173157,0.9458411335945128,-0.0525816492736339,0.7773054838180542,0.9585418105125428,-0.073318175971508,0.8238569498062134,0.9795121550559998,-0.0945082455873489,0.7581301927566528,0.757307767868042,-0.0335203260183334,0.8335867524147034,0.6999169588088989,-0.0647618472576141,0.884117841720581,0.675265371799469,-0.0909336358308792,0.9301813840866088,0.6537514328956604,-0.1098993495106697,0.7213725447654724,0.7065664529800415,-0.042284395545721,0.7740440368652344,0.602867603302002,-0.0681478530168533,0.8155938386917114,0.5440701842308044,-0.0927365124225616,0.8505927324295044,0.4976207911968231,-0.1107807755470275,0.6730065941810608,0.6900044679641724,-0.0554878413677215,0.6972474455833435,0.5954811573028564,-0.0836121663451194,0.7231929898262024,0.5318832397460938,-0.1090346947312355,0.7482523918151855,0.4785313606262207,-0.1262832432985305,0.6181633472442627,0.7022793292999268,-0.0717962533235549,0.601746678352356,0.6181371212005615,-0.1009972915053367,0.5906513929367065,0.5640706419944763,-0.116234041750431,0.5832792520523071,0.5162519812583923,-0.1249460503458976
8,0.5666719079017639,0.913775622844696,7.476396604033653e-07,0.6389783620834351,0.938731610774994,-0.0297600887715816,0.7157465815544128,0.9364697337150574,-0.0520992614328861,0.774215042591095,0.9480656385421752,-0.0750508159399032,0.8222625255584717,0.9733909368515016,-0.099374271929264,0.7582485675811768,0.7519839406013489,-0.0416076779365539,0.8347494006156921,0.692977786064148,-0.0765117779374122,0.8857558369636536,0.6703672409057617,-0.1036212667822837,0.93306165933609,0.651429295539856,-0.1225765943527221,0.7204456329345703,0.7039355635643005,-0.0525879673659801,0.7738637924194336,0.5976344347000122,-0.0815858319401741,0.8158262372016907,0.5387070178985596,-0.105512760579586,0.8531934022903442,0.4910041093826294,-0.1225921735167503,0.6695432662963867,0.6909884810447693,-0.067310094833374,0.6980025172233582,0.5957793593406677,-0.0976950749754905,0.7266929745674133,0.5309433341026306,-0.1224391907453537,0.7560344934463501,0.4757778942584991,-0.13898766040802,0.6115224361419678,0.7067075371742249,-0.0846479907631874,0.6016560792922974,0.627700924873352,-0.1136202439665794,0.5922743678092957,0.5794512629508972,-0.1270901709794998,0.5859453082084656,0.5361188650131226,-0.134775161743164
9,0.5696991086006165,0.9083809852600098,7.363934173554298e-07,0.6404904723167419,0.9344618320465088,-0.0285615399479866,0.7176598906517029,0.9321050643920898,-0.0489563643932342,0.7739871740341187,0.9396673440933228,-0.0699303969740867,0.819533109664917,0.9598875045776368,-0.0925754308700561,0.7604483366012573,0.7478086948394775,-0.0401168875396251,0.8365899324417114,0.6894867420196533,-0.0728009641170501,0.8873129487037659,0.6675328612327576,-0.0983597189188003,0.9342077374458312,0.6487308144569397,-0.1164921000599861,0.7217586636543274,0.6990389227867126,-0.0513518676161766,0.7745454907417297,0.5940479636192322,-0.0790238380432128,0.8163491487503052,0.5342828631401062,-0.1032038927078247,0.8526889085769653,0.4855938255786896,-0.1207140460610389,0.6698514223098755,0.6850124597549438,-0.066161997616291,0.6981000900268555,0.5898287296295166,-0.0971891283988952,0.7264690399169922,0.5253618955612183,-0.1244880855083465,0.7545410990715027,0.4702182412147522,-0.1428542286157608,0.6113652586936951,0.6995686888694763,-0.0831401571631431,0.5991338491439819,0.6202090978622437,-0.1135531961917877,0.586463212966919,0.5728761553764343,-0.128949224948883,0.5771336555480957,0.5299216508865356,-0.1381057351827621
