x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,Label
0,0,0,0.04544425,-0.068454862,-0.035343709,0.057877988,-0.173101068,-0.044272164,0.006138384,-0.251837015,-0.053170266,-0.042857289,-0.305086136,-0.058698757,0.087779522,-0.288429141,0.003595575,0.125516742,-0.386182189,-0.01175443,0.146188825,-0.445363849,-0.023991524,0.159264326,-0.495501935,-0.031244036,0.037001848,-0.298342288,0.002879535,0.042277962,-0.425979674,-0.018962983,0.043585688,-0.499535382,-0.035934514,0.039324254,-0.561261624,-0.041914633,-0.009516865,-0.273392022,-0.004115911,-0.028836578,-0.329238296,-0.050591125,-0.015614212,-0.257957637,-0.064997258,-0.009514242,-0.206916332,-0.057176033,-0.049297869,-0.234648347,-0.013095354,-0.05724597,-0.293673873,-0.049249931,-0.044477195,-0.248761773,-0.050128906,-0.035739511,-0.208214462,-0.039876966,Scissors
0,0,0,0.044693619,-0.068966806,-0.035292211,0.056865335,-0.17355597,-0.04441355,0.0048576,-0.252065659,-0.053176554,-0.045789957,-0.301104784,-0.058833035,0.084267467,-0.285561383,0.001446797,0.120040148,-0.384952962,-0.013453601,0.138897032,-0.445050657,-0.025211791,0.150133282,-0.495953798,-0.032288382,0.033395499,-0.293746352,0.001358559,0.037109464,-0.41996032,-0.020305492,0.037309945,-0.494479209,-0.037661052,0.032487869,-0.557852119,-0.044182847,-0.012796223,-0.268276036,-0.004588807,-0.030176491,-0.323386431,-0.050260688,-0.015620857,-0.253761649,-0.06515289,-0.008789808,-0.203076422,-0.058116092,-0.051597744,-0.229694545,-0.012373457,-0.057194203,-0.28592819,-0.048131923,-0.044190973,-0.240886092,-0.049419327,-0.036165476,-0.199711442,-0.039670503,Scissors
0,0,0,0.043611109,-0.068625808,-0.037555898,0.055251867,-0.16972518,-0.046835354,0.005244642,-0.250272274,-0.055040239,-0.045474917,-0.299882174,-0.060196912,0.08407411,-0.28536725,0.000745154,0.118831128,-0.385651827,-0.012859371,0.137792617,-0.445137441,-0.024544312,0.148680806,-0.496297896,-0.031870107,0.032924801,-0.294632852,0.002622154,0.035838515,-0.420298934,-0.017560089,0.03605327,-0.493973672,-0.035524613,0.031664044,-0.557741344,-0.042909703,-0.013464063,-0.269349217,-0.001383129,-0.029414028,-0.323269904,-0.045586719,-0.014960051,-0.25261426,-0.061878713,-0.008409828,-0.202437401,-0.056296951,-0.052197009,-0.230428576,-0.007297727,-0.057237029,-0.287897766,-0.04215668,-0.043811649,-0.240291476,-0.043835244,-0.034441173,-0.196378052,-0.034593365,Scissors
0,0,0,0.044595301,-0.06969893,-0.036657149,0.056670308,-0.172552526,-0.045288516,0.005066425,-0.252596438,-0.053011605,-0.046057671,-0.301024675,-0.057725703,0.084794044,-0.28613615,0.001599444,0.119364709,-0.386747539,-0.011779013,0.138014019,-0.446236908,-0.023136683,0.14889425,-0.497195721,-0.03021815,0.033413321,-0.294909537,0.002803182,0.036325932,-0.421239078,-0.017156809,0.036504567,-0.495317578,-0.034689011,0.03192085,-0.558720887,-0.041703606,-0.01302582,-0.269325256,-0.001856743,-0.029215455,-0.324136436,-0.04622277,-0.014081389,-0.252559543,-0.061899395,-0.007457763,-0.201791584,-0.055736879,-0.052305728,-0.229724169,-0.008357767,-0.056907177,-0.288963735,-0.043384107,-0.042896152,-0.240395725,-0.044432418,-0.033780843,-0.195637286,-0.03465558,Scissors
0,0,0,0.044293404,-0.0693295,-0.037160396,0.056176871,-0.171705902,-0.045710213,0.004972637,-0.251646936,-0.053245577,-0.046133161,-0.300635815,-0.05767212,0.084715098,-0.286229908,0.002187027,0.119253278,-0.386697918,-0.010760729,0.137889564,-0.446171284,-0.021906351,0.148588479,-0.497018814,-0.028877798,0.033366531,-0.295075417,0.003747205,0.036206365,-0.421154141,-0.015856858,0.03624475,-0.494824499,-0.033331244,0.031590432,-0.557827294,-0.040312707,-0.013067007,-0.269604385,-0.000693057,-0.029233694,-0.324142456,-0.04494217,-0.014341682,-0.252806187,-0.06113309,-0.007675231,-0.202484965,-0.055333751,-0.052047491,-0.230471134,-0.007020324,-0.056916505,-0.28896445,-0.042136378,-0.04315868,-0.240512252,-0.043768878,-0.03386873,-0.19611305,-0.034426368,Scissors
0,0,0,0.04427591,-0.068132758,-0.036577354,0.056210637,-0.171307325,-0.04549118,0.005620629,-0.251143754,-0.053680613,-0.045043588,-0.301110327,-0.058822076,0.085147917,-0.286146164,0.002436748,0.119682074,-0.386217594,-0.011331629,0.138206422,-0.446190804,-0.022791636,0.148987651,-0.497215986,-0.029856398,0.033984661,-0.294812024,0.003446325,0.036686987,-0.42077148,-0.017448421,0.03665939,-0.49453041,-0.035152393,0.031918138,-0.557293922,-0.041925191,-0.012372166,-0.269600511,-0.001509161,-0.029456794,-0.324045897,-0.047273974,-0.014781743,-0.252559185,-0.063214502,-0.007977009,-0.201676905,-0.056747655,-0.05123958,-0.230975032,-0.008260913,-0.056430995,-0.287615001,-0.044885966,-0.042819232,-0.238064528,-0.046743981,-0.033533156,-0.19372648,-0.03709945,Scissors
0,0,0,0.044695467,-0.067895353,-0.03543444,0.056519538,-0.171363771,-0.044344001,0.005340427,-0.250756979,-0.052801356,-0.045459509,-0.300072253,-0.058178794,0.084546417,-0.286001325,0.002867542,0.119329304,-0.385939598,-0.011129258,0.137600124,-0.445867836,-0.022530429,0.148149341,-0.496914357,-0.029511029,0.033630192,-0.2943452,0.003171293,0.036367804,-0.419887483,-0.018024337,0.036379904,-0.493811607,-0.035484299,0.031550616,-0.556662679,-0.042117264,-0.012630492,-0.269055665,-0.002401028,-0.029473871,-0.324002981,-0.048104014,-0.01484713,-0.252825081,-0.063282162,-0.00837481,-0.201611936,-0.056386747,-0.051806837,-0.230428398,-0.009720033,-0.056913644,-0.286791027,-0.046165533,-0.043303549,-0.237546444,-0.047563858,-0.03448537,-0.193250835,-0.0376161,Scissors
0,0,0,0.044892401,-0.067953944,-0.035860934,0.057040691,-0.171096563,-0.045060583,0.006421447,-0.251026154,-0.053700555,-0.044238865,-0.300423384,-0.05932929,0.085007608,-0.285966814,0.00161688,0.119689465,-0.386072576,-0.012621102,0.138000101,-0.446008205,-0.024375139,0.148742229,-0.497403741,-0.031714127,0.03412199,-0.294763207,0.002104164,0.036788583,-0.419973463,-0.019320201,0.036791384,-0.494100749,-0.037337013,0.032025248,-0.55801782,-0.044519939,-0.012051463,-0.269620955,-0.003170163,-0.028742343,-0.324730754,-0.048721362,-0.013927251,-0.253262758,-0.063960389,-0.007373154,-0.201981544,-0.057323959,-0.05109641,-0.230764985,-0.010225613,-0.056175113,-0.288262546,-0.046305061,-0.042608708,-0.239730835,-0.047489129,-0.033837408,-0.195695162,-0.037580505,Scissors
0,0,0,0.044801205,-0.067242026,-0.036702285,0.056934506,-0.169983983,-0.046011782,0.006741732,-0.249577463,-0.054588656,-0.044159502,-0.299556196,-0.060017626,0.085796386,-0.285570621,0.002401819,0.120153576,-0.385319412,-0.011728441,0.138450772,-0.445190728,-0.023279351,0.14909938,-0.496141016,-0.0303361,0.034883738,-0.294149935,0.00338167,0.037222743,-0.419783056,-0.018108549,0.037096918,-0.493578672,-0.035916197,0.032395601,-0.556443661,-0.042594365,-0.011382967,-0.269102752,-0.001663392,-0.028010845,-0.322914124,-0.047935995,-0.013487548,-0.251610458,-0.063874944,-0.006832302,-0.200878799,-0.057266968,-0.05012998,-0.230989933,-0.008508623,-0.05520919,-0.286047757,-0.045533321,-0.04172805,-0.236209452,-0.047569546,-0.032582581,-0.192207158,-0.03792335,Scissors
0,0,0,0.045392811,-0.066924036,-0.03505423,0.057968825,-0.169713736,-0.044345495,0.008070886,-0.249316037,-0.053367764,-0.042437941,-0.298894048,-0.059367378,0.086170226,-0.285297334,0.002160165,0.120767415,-0.384934366,-0.012988187,0.138783365,-0.444910794,-0.02495626,0.149350852,-0.49618721,-0.032209017,0.035357267,-0.294204891,0.001909911,0.037961781,-0.418837428,-0.020888335,0.03786689,-0.493106961,-0.038963959,0.033222675,-0.556503147,-0.045714118,-0.010801822,-0.26966238,-0.00414558,-0.027497917,-0.323487222,-0.051042665,-0.012886852,-0.251268387,-0.065904886,-0.006072998,-0.199256539,-0.058501412,-0.04989025,-0.231531978,-0.011919087,-0.055581421,-0.286253214,-0.048914783,-0.042030424,-0.236583948,-0.050021951,-0.032809734,-0.192486942,-0.039664068,Scissors
0,0,0,0.044418693,-0.067085683,-0.03553332,0.056061178,-0.169386446,-0.044818125,0.006114185,-0.249117017,-0.053701639,-0.04407528,-0.299000978,-0.059542409,0.084447414,-0.284278154,0.001783826,0.118702561,-0.384232223,-0.012830529,0.136797577,-0.443903923,-0.024644726,0.147454351,-0.495126635,-0.031942654,0.03367725,-0.292927802,0.001877585,0.035839051,-0.418385297,-0.020180625,0.035648286,-0.492954373,-0.03819004,0.031059712,-0.556762278,-0.045206155,-0.012227684,-0.267992973,-0.003839041,-0.028804898,-0.322341084,-0.049845833,-0.014020681,-0.25074935,-0.064810946,-0.007142335,-0.199371755,-0.057855997,-0.051025599,-0.229628563,-0.011346458,-0.056437194,-0.286330998,-0.047615937,-0.042870373,-0.236960649,-0.048640027,-0.033493221,-0.192669034,-0.038548953,Scissors
0,0,0,0.04529199,-0.068178654,-0.035285496,0.057488769,-0.172254145,-0.044071016,0.006408036,-0.251573384,-0.052379285,-0.044422448,-0.299576581,-0.057681208,0.085008979,-0.286184728,0.002198549,0.119221449,-0.386208951,-0.011954621,0.13750875,-0.445788026,-0.023531866,0.14837122,-0.49684453,-0.030727795,0.034103364,-0.294463813,0.002278685,0.03643173,-0.420071006,-0.019115775,0.036474198,-0.494675547,-0.036839207,0.031790406,-0.558596581,-0.043672917,-0.012062728,-0.268735945,-0.003401685,-0.028655112,-0.323645115,-0.049420205,-0.013623595,-0.251581192,-0.064385292,-0.007037312,-0.200042903,-0.057266147,-0.051236212,-0.229002714,-0.01078755,-0.055994928,-0.286033571,-0.047624421,-0.042260289,-0.235563755,-0.0486887,-0.033639282,-0.190360904,-0.038400994,Scissors
0,0,0,0.045193732,-0.067575634,-0.035573738,0.05720818,-0.170938432,-0.044315985,0.005907863,-0.249921799,-0.052569395,-0.044611424,-0.299182117,-0.057717124,0.084827006,-0.285286546,0.002995104,0.119234562,-0.385377347,-0.010864194,0.137295425,-0.445162177,-0.022092196,0.147900701,-0.496303082,-0.028993558,0.034147084,-0.293738902,0.003377384,0.036628932,-0.419070482,-0.01785912,0.036338747,-0.493115634,-0.035304999,0.031558245,-0.555995911,-0.041871867,-0.011829048,-0.268760681,-0.0021608,-0.028802991,-0.323083937,-0.048186487,-0.014239609,-0.251326144,-0.063540234,-0.007607281,-0.19996649,-0.056657071,-0.05071497,-0.230518281,-0.009445059,-0.056006253,-0.285759389,-0.046437888,-0.042461872,-0.235475242,-0.048206019,-0.033460915,-0.190889776,-0.038412305,Scissors
0,0,0,0.044291466,-0.06785202,-0.03551824,0.05615133,-0.171079576,-0.044560272,0.005384684,-0.250900924,-0.053108327,-0.04504627,-0.300023973,-0.058644894,0.084181517,-0.286055148,0.002050864,0.118401498,-0.385853916,-0.012492104,0.136490941,-0.445764244,-0.024268729,0.147149742,-0.496957839,-0.031462356,0.033551008,-0.293954134,0.002336351,0.035685956,-0.41928339,-0.019538671,0.035652369,-0.493708014,-0.037479874,0.030975521,-0.557271361,-0.044331569,-0.012402534,-0.2682724,-0.003167296,-0.029460967,-0.322152793,-0.049457162,-0.014533699,-0.250713944,-0.06468106,-0.007862091,-0.19944787,-0.05766055,-0.051186144,-0.229073584,-0.010382474,-0.056344837,-0.285058498,-0.047164727,-0.042856663,-0.235524356,-0.048386939,-0.034238696,-0.191412091,-0.038211852,Scissors
0,0,0,0.044125766,-0.068099082,-0.036588336,0.055544287,-0.170719802,-0.045431967,0.005010873,-0.250488758,-0.053375168,-0.045416296,-0.299495876,-0.058174918,0.083806425,-0.285524726,0.001847785,0.117811173,-0.385861993,-0.011483778,0.136040479,-0.445167542,-0.022653595,0.146624893,-0.496033192,-0.029558704,0.033171266,-0.294069946,0.003127078,0.035605013,-0.419907689,-0.017138592,0.035736531,-0.493938059,-0.034591931,0.031200022,-0.557295978,-0.04137276,-0.012795269,-0.268595099,-0.001475644,-0.029742748,-0.322387576,-0.046167685,-0.014848679,-0.250984073,-0.06193723,-0.00804916,-0.200195491,-0.055702823,-0.051562458,-0.229712427,-0.007896063,-0.056537658,-0.28613168,-0.04349834,-0.043020338,-0.236708701,-0.045070736,-0.033979625,-0.192340374,-0.035486429,Scissors
0,0,0,0.044403166,-0.068379462,-0.035931911,0.055896968,-0.170981586,-0.044769302,0.005310476,-0.250797331,-0.052925058,-0.045279235,-0.299392104,-0.058038853,0.083900928,-0.285881519,0.001782285,0.117798775,-0.386518717,-0.011717167,0.135878116,-0.445798218,-0.022994535,0.14637658,-0.496834576,-0.030046768,0.033147991,-0.294473052,0.002640329,0.035582274,-0.420093507,-0.017837059,0.035857797,-0.494148314,-0.035362661,0.03142482,-0.55761236,-0.042309701,-0.01293391,-0.268823445,-0.002269314,-0.029944152,-0.323318601,-0.0468942,-0.01482597,-0.251627922,-0.062258154,-0.007920414,-0.200380862,-0.055886943,-0.051927924,-0.229359448,-0.00896293,-0.056915224,-0.286235392,-0.044472281,-0.043253869,-0.236800194,-0.045733523,-0.034124434,-0.192089736,-0.03599732,Scissors
