x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,Label
0,0,0,0.035230815,0.103173077,-0.033127758,0.097245723,0.187650681,-0.049607354,0.147041261,0.265555203,-0.065176952,0.1760149,0.340088308,-0.080779518,0.224613786,0.132072866,-0.027464152,0.30777365,0.197353482,-0.052067815,0.359289169,0.232976615,-0.072796489,0.405283511,0.258502662,-0.088096904,0.240475774,0.066037595,-0.031883838,0.338251293,0.111078531,-0.05269074,0.400340617,0.134323299,-0.070736388,0.452715576,0.14795661,-0.084390434,0.23314333,-0.003114998,-0.041328138,0.32759881,0.013641715,-0.064794848,0.386003196,0.025542378,-0.083060476,0.433734775,0.035876751,-0.095558802,0.206493378,-0.075699508,-0.054125699,0.277671635,-0.107935876,-0.079320947,0.327758372,-0.129616559,-0.091665703,0.37579143,-0.146484047,-0.098965595,OpenPalm
0,0,0,0.038684875,0.098608971,-0.033424247,0.101964951,0.179975629,-0.051113363,0.15315783,0.255498648,-0.067825749,0.184998691,0.327796936,-0.084419578,0.224114835,0.122902274,-0.028682967,0.307067156,0.181117058,-0.055324793,0.358740509,0.213674366,-0.077460289,0.403792202,0.236712277,-0.093259617,0.240445852,0.058580965,-0.033043559,0.339769065,0.10029608,-0.054953858,0.401675761,0.123013675,-0.073373288,0.453378141,0.137101412,-0.086824238,0.233377457,-0.008932829,-0.042440224,0.328076005,0.002370626,-0.066038653,0.385756969,0.013206899,-0.083654582,0.432918668,0.024567872,-0.09557648,0.206331253,-0.079727829,-0.05525982,0.274754226,-0.11427635,-0.079785242,0.323267698,-0.137304932,-0.091366119,0.369675517,-0.154646099,-0.098044201,OpenPalm
0,0,0,0.03935349,0.100792915,-0.033405208,0.102383018,0.18237108,-0.051230968,0.1527417,0.260043323,-0.068121136,0.18313992,0.334017575,-0.085101829,0.223251581,0.127497077,-0.028499956,0.305325329,0.183393717,-0.054913108,0.35698247,0.214448512,-0.07721831,0.40248704,0.237013698,-0.09346442,0.239264667,0.062342882,-0.033334025,0.337901354,0.102937371,-0.055066974,0.39950639,0.125744522,-0.073839509,0.451839685,0.141321838,-0.087921225,0.23169744,-0.006297797,-0.043282715,0.325514734,0.006257683,-0.067054615,0.384239972,0.017409503,-0.085958489,0.433137655,0.029677749,-0.099102863,0.204522312,-0.078129888,-0.056632475,0.272620022,-0.112739801,-0.08154326,0.320975065,-0.136687383,-0.094067709,0.367627859,-0.154953301,-0.10179703,OpenPalm
0,0,0,0.03990823,0.098602593,-0.034300207,0.102431595,0.179659605,-0.052771705,0.151981801,0.257404745,-0.070080048,0.183522522,0.33148855,-0.087452239,0.223224223,0.125933021,-0.030200547,0.304694414,0.182509363,-0.057442526,0.356445134,0.214198768,-0.080224945,0.402237594,0.237430274,-0.096793464,0.239584208,0.060290426,-0.03486733,0.33819741,0.100450069,-0.057303033,0.39970237,0.123500556,-0.076309181,0.452152669,0.13951695,-0.090495801,0.231925964,-0.008488774,-0.044681783,0.325774133,0.0045681,-0.069153151,0.385071933,0.015766799,-0.088105134,0.434707999,0.02811408,-0.101228765,0.204368591,-0.079982787,-0.057929761,0.272574484,-0.114764541,-0.08348447,0.320977211,-0.138778821,-0.096018768,0.367758751,-0.157099888,-0.103631428,OpenPalm
0,0,0,0.040008694,0.099939376,-0.033188929,0.104288965,0.181514144,-0.050429639,0.15486899,0.258713603,-0.066692435,0.185705721,0.33283329,-0.08300499,0.223042488,0.125765473,-0.028157146,0.304969788,0.181908607,-0.054264561,0.356560767,0.213724852,-0.07631682,0.40214783,0.237062097,-0.09240643,0.239045978,0.060337424,-0.032901221,0.337748885,0.100558519,-0.054213707,0.399211884,0.122653335,-0.07266687,0.451352596,0.137822509,-0.086565376,0.231598675,-0.008221269,-0.042752259,0.325640321,0.004812211,-0.066246749,0.384417772,0.015106112,-0.084951521,0.432996988,0.026368111,-0.097980716,0.204494834,-0.080052853,-0.055987571,0.27271682,-0.115062475,-0.080644743,0.320972562,-0.139582127,-0.093014711,0.367491066,-0.158515513,-0.100650207,OpenPalm
0,0,0,0.039785683,0.099155009,-0.033281241,0.103483081,0.180095822,-0.050971129,0.15369612,0.256795734,-0.067699511,0.184880793,0.330494612,-0.084480908,0.22315675,0.124257624,-0.029167446,0.305888176,0.180645913,-0.055901759,0.357688963,0.212730676,-0.078225758,0.403378963,0.23615697,-0.094393369,0.239008248,0.059158593,-0.03396798,0.337995052,0.099450886,-0.055934836,0.399981499,0.121689826,-0.074731041,0.452306449,0.136559397,-0.088777442,0.231518805,-0.009069085,-0.043816317,0.325662315,0.00286147,-0.06769481,0.38443172,0.013494521,-0.086346779,0.432896197,0.025142342,-0.099255037,0.204364359,-0.080418915,-0.057042391,0.272892356,-0.115451068,-0.081922058,0.321501434,-0.139590934,-0.094226625,0.368181586,-0.157961071,-0.101728354,OpenPalm
0,0,0,0.039770573,0.099314064,-0.033656617,0.103704929,0.180160403,-0.051292711,0.154626995,0.256846905,-0.067839702,0.186965048,0.330924153,-0.084452455,0.223918796,0.125659972,-0.029356608,0.3070696,0.183149636,-0.055794367,0.359167039,0.214706957,-0.07794757,0.405382931,0.237237871,-0.09405419,0.239822865,0.060233593,-0.033712467,0.338251472,0.101379454,-0.055335292,0.400162041,0.12343201,-0.074051095,0.452624083,0.137644649,-0.088102458,0.232238591,-0.008519024,-0.043105853,0.326395035,0.004254967,-0.066694369,0.38485539,0.014466256,-0.085241844,0.433189511,0.025186747,-0.098116716,0.204934418,-0.080187976,-0.055896243,0.273438573,-0.114801109,-0.080777307,0.322036207,-0.138893351,-0.093164963,0.368936956,-0.157554239,-0.100657111,OpenPalm
0,0,0,0.03940019,0.099487513,-0.033806294,0.102835923,0.179880559,-0.051728558,0.153372377,0.256237328,-0.068572517,0.185833603,0.330504537,-0.085491817,0.223506957,0.125771761,-0.030241851,0.306901723,0.183515608,-0.057023063,0.359027833,0.214881063,-0.079203736,0.405289024,0.237318993,-0.095307145,0.239619941,0.060465097,-0.034636695,0.33815369,0.101780981,-0.056686613,0.399985224,0.123910576,-0.075411815,0.452374905,0.138142049,-0.089414846,0.232084066,-0.008145928,-0.044028125,0.32634446,0.004612088,-0.067915473,0.384581238,0.014551461,-0.086283859,0.432707816,0.024980545,-0.098988626,0.204746634,-0.079727054,-0.056814316,0.27313903,-0.114201963,-0.081977013,0.321803719,-0.138197348,-0.09436639,0.368716091,-0.156790242,-0.101788874,OpenPalm
0,0,0,0.039219797,0.099114448,-0.033835113,0.102408946,0.179362833,-0.051615693,0.152917445,0.25564301,-0.068322763,0.185203791,0.3293764,-0.085111581,0.223593831,0.125365078,-0.029560966,0.306693077,0.182490528,-0.056026563,0.358644068,0.213419378,-0.078104503,0.40477097,0.235405087,-0.094198301,0.239440203,0.059983343,-0.033999894,0.338140786,0.100894511,-0.055834368,0.399909914,0.122797668,-0.074527219,0.452223182,0.136802375,-0.088534258,0.231595993,-0.008604407,-0.043507278,0.325971782,0.003730446,-0.067337759,0.384647369,0.013601184,-0.085882418,0.433261573,0.023960412,-0.098726816,0.204079449,-0.080296636,-0.056429129,0.272766411,-0.114859819,-0.081645258,0.321772635,-0.138759986,-0.094178215,0.369083762,-0.157111168,-0.101744816,OpenPalm
0,0,0,0.039111942,0.099137932,-0.033979019,0.102224231,0.179440796,-0.051829474,0.152809858,0.255802572,-0.068575913,0.185140789,0.329536498,-0.085398124,0.223458827,0.125217408,-0.029769698,0.306562603,0.182406306,-0.056256337,0.358507335,0.213162839,-0.078347081,0.404717982,0.234812737,-0.094447354,0.239369988,0.059978396,-0.034117015,0.338062346,0.101247787,-0.055939031,0.399906337,0.123117656,-0.074632177,0.452302456,0.136867762,-0.088637123,0.231537163,-0.008538008,-0.043529922,0.325850904,0.003825068,-0.067332307,0.384410322,0.013634175,-0.085885303,0.432927847,0.023763001,-0.098721707,0.204013944,-0.080218732,-0.056370569,0.272691846,-0.114475012,-0.081569725,0.321676552,-0.138353333,-0.094122821,0.368988156,-0.156815037,-0.101691903,OpenPalm
