x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21
0.0,0.0,0.0,0.019587144255638123,-0.16595089435577393,-0.04178974141848357,0.1311369314789772,-0.294189453125,-0.10350158175003799,0.26286791265010834,-0.27994823455810547,-0.15455418934595855,0.3340744823217392,-0.22824078798294067,-0.19996507575285705,0.10230407863855362,-0.307045042514801,-0.18794600775015624,0.3042222112417221,-0.3235192894935608,-0.23602792730105193,0.2822849303483963,-0.26840174198150635,-0.25626057495844634,0.22685356438159943,-0.23199069499969482,-0.26639527191889556,0.10675971955060959,-0.16783523559570312,-0.18774777760279449,0.3307477980852127,-0.20024162530899048,-0.24513609816801818,0.44358496367931366,-0.21607041358947754,-0.25159010400545867,0.5295427888631821,-0.2159232497215271,-0.25973421444666656,0.1241263896226883,-0.04730784893035889,-0.17746538033259185,0.3380991667509079,-0.1172526478767395,-0.18951691796553405,0.31226442754268646,-0.13999789953231812,-0.14341615249884399,0.26940467953681946,-0.13176393508911133,-0.11651737352383407,0.15923236310482025,0.04999411106109619,-0.17153148462546142,0.31364424526691437,-0.05726081132888794,-0.15326009800207885,0.2881722152233124,-0.08642441034317017,-0.10282342990410598,0.23899805545806885,-0.08206570148468018,-0.07197383155596526
0.0,0.0,0.0,0.025723010301589966,-0.15706276893615723,-0.031546272279229015,0.14132168143987656,-0.281528115272522,-0.07814303779741749,0.25704845786094666,-0.2962856888771057,-0.11786239588400349,0.32602837681770325,-0.28521424531936646,-0.1483806594624184,0.12284775823354721,-0.3120728135108948,-0.14098446810385212,0.3244445323944092,-0.3186591863632202,-0.18743605160852894,0.2950253337621689,-0.2637658715248108,-0.20135673129698262,0.24036450684070587,-0.22468674182891846,-0.2034431322827004,0.12636618316173553,-0.18297886848449707,-0.1481159701361321,0.34432411193847656,-0.2179347276687622,-0.189999841095414,0.46149253845214844,-0.2404671311378479,-0.19568058097502217,0.552763044834137,-0.24593889713287354,-0.20425368094583973,0.14045993238687515,-0.06466138362884521,-0.15011810505529866,0.3457897901535034,-0.1289876103401184,-0.16628401720663533,0.3126524090766907,-0.13726305961608887,-0.12865681195398793,0.2578001916408539,-0.11331754922866821,-0.10506859415909275,0.17486128211021423,0.035438477993011475,-0.1552907004370354,0.32112759351730347,-0.06941837072372437,-0.1497600003494881,0.2957860231399536,-0.07876217365264893,-0.10856961453100666,0.2545515149831772,-0.0522652268409729,-0.08157143736025319
0.0,0.0,0.0,0.025003105401992798,-0.15604954957962036,-0.03206121616915425,0.14173328131437302,-0.27838432788848877,-0.0790576755340453,0.2607849985361099,-0.2891382575035095,-0.11922425472096165,0.3341977447271347,-0.2742369771003723,-0.1496738984520789,0.12590214610099792,-0.3124406933784485,-0.14170170270756444,0.3310684412717819,-0.3199916481971741,-0.1871102496321555,0.29969237744808197,-0.26396065950393677,-0.19925438308075627,0.24290955066680908,-0.223375141620636,-0.20028640770271977,0.130644753575325,-0.18250077962875366,-0.1489421918328162,0.3498474806547165,-0.21915483474731445,-0.1895507171090003,0.46730761229991913,-0.24140655994415283,-0.19447496973828038,0.5584041625261307,-0.24649250507354736,-0.20307656072930058,0.14574935287237167,-0.06276381015777588,-0.1511825814183112,0.35183434188365936,-0.12786048650741577,-0.16607356511906346,0.31920967996120453,-0.13357919454574585,-0.12814778529957493,0.2632354646921158,-0.1085856556892395,-0.10502241992310246,0.18190895020961761,0.03887665271759033,-0.15670729123905858,0.32760535180568695,-0.06690621376037598,-0.15120213174179753,0.30323852598667145,-0.07533341646194458,-0.11039989137009343,0.26254869997501373,-0.04918193817138672,-0.08395209603861531
0.0,0.0,0.0,0.026706799864768982,-0.161638081073761,-0.03184524747609885,0.14227868616580963,-0.2855405807495117,-0.07826023000359328,0.25820542871952057,-0.2962166666984558,-0.11786308336138518,0.3319562077522278,-0.2847832441329956,-0.14752414274096282,0.12470610439777374,-0.31161588430404663,-0.1414800082433203,0.32894861698150635,-0.3228648900985718,-0.18767673718809874,0.2961389720439911,-0.26947134733200073,-0.1999415253388861,0.23909644782543182,-0.22716903686523438,-0.20078624236464293,0.13012667000293732,-0.18130511045455933,-0.14868522632002623,0.349504679441452,-0.22296762466430664,-0.19089929211020262,0.46791666746139526,-0.2450827956199646,-0.19714317667364867,0.560857355594635,-0.24816405773162842,-0.20610331940531523,0.14571458101272583,-0.061857759952545166,-0.15066204416632445,0.3499518632888794,-0.1289900541305542,-0.16730909991144927,0.3157896399497986,-0.13674545288085938,-0.12986018705248625,0.25902751088142395,-0.11284822225570679,-0.10632024901985915,0.18088873475790024,0.039860308170318604,-0.15574764656901152,0.3240691125392914,-0.06736743450164795,-0.15159798610091002,0.29957711696624756,-0.077548086643219,-0.11061417508005889,0.25884702801704407,-0.051699042320251465,-0.08347411650299819
0.0,0.0,0.0,0.02893833816051483,-0.15999722480773926,-0.02956530741687402,0.14565103501081467,-0.2788035273551941,-0.07332985393043145,0.26416561007499695,-0.2901322841644287,-0.1099862112783967,0.3375263810157776,-0.2829129695892334,-0.13653396359916314,0.12962161004543304,-0.3045921325683594,-0.13704593769546136,0.3341328203678131,-0.3137866258621216,-0.17945166222091302,0.30134692788124084,-0.2622596025466919,-0.1894161730193673,0.24326427280902863,-0.22015267610549927,-0.18875170043941125,0.13640650361776352,-0.17260152101516724,-0.14340040377612695,0.3562529981136322,-0.2115248441696167,-0.18230009368892297,0.4758090376853943,-0.23444199562072754,-0.18713112465377435,0.568936824798584,-0.23735260963439941,-0.19529047898288354,0.152301624417305,-0.052216291427612305,-0.14413230411048517,0.3569898009300232,-0.11797702312469482,-0.1582669197701989,0.3238278329372406,-0.1287679672241211,-0.12040858260627374,0.2679623067378998,-0.10661137104034424,-0.09678940019841775,0.18681633472442627,0.049869537353515625,-0.14765370182033166,0.3303180932998657,-0.05710136890411377,-0.14226562074657068,0.3061116933822632,-0.07015538215637207,-0.10086994908090219,0.26623691618442535,-0.04537367820739746,-0.0733224704050599
0.0,0.0,0.0,0.030993178486824036,-0.15800142288208008,-0.03229603067438802,0.14850420504808426,-0.27323609590530396,-0.07837920532028875,0.2657928764820099,-0.27802491188049316,-0.11597889557879171,0.3389272093772888,-0.26649904251098633,-0.14335749939482412,0.1293647661805153,-0.30194103717803955,-0.15188412264387807,0.3402369022369385,-0.304573655128479,-0.19769827917616567,0.3089548945426941,-0.2529156804084778,-0.20608638123076162,0.2507569342851639,-0.21239590644836426,-0.20336906508009633,0.1337684467434883,-0.16985327005386353,-0.15745670989554128,0.35904616117477417,-0.20677417516708374,-0.20193494752447805,0.47970741987228394,-0.22655236721038818,-0.2062067677120467,0.5718658566474915,-0.22895628213882446,-0.2124914665560027,0.14881567656993866,-0.04874444007873535,-0.1566787202696105,0.3563830852508545,-0.10775595903396606,-0.1742381592134734,0.3239976763725281,-0.11827558279037476,-0.13403375342886648,0.2674739509820938,-0.1005089282989502,-0.10762018606465062,0.1805121749639511,0.05425900220870972,-0.15857289627592763,0.3245237469673157,-0.047460973262786865,-0.15379826620619497,0.30193689465522766,-0.0617336630821228,-0.11024872854750356,0.2623525857925415,-0.04063570499420166,-0.08058395132820806
0.0,0.0,0.0,0.03076094388961792,-0.15612131357192993,-0.029881044111220945,0.1477644443511963,-0.27441102266311646,-0.07362057530042421,0.2660145163536072,-0.2851845622062683,-0.10931775980350267,0.340658038854599,-0.2755853533744812,-0.13455855362769853,0.12733858823776245,-0.3011047840118408,-0.143971378735273,0.33729124069213867,-0.3023509383201599,-0.18890375905391465,0.30689074099063873,-0.2521524429321289,-0.19792285077926408,0.24981540441513062,-0.2101096510887146,-0.19567283504363786,0.13353022187948227,-0.1691637635231018,-0.1502170514380623,0.35869696736335754,-0.20560801029205322,-0.19301472120639573,0.48135876655578613,-0.2277519702911377,-0.1980906229531456,0.5757658183574677,-0.2316303849220276,-0.20523438864108812,0.14953577518463135,-0.049157917499542236,-0.15049540512916337,0.3577073812484741,-0.10790956020355225,-0.16759056859370958,0.32956022024154663,-0.1218680739402771,-0.1302077125823189,0.276631161570549,-0.10631448030471802,-0.10580799244996797,0.18299442529678345,0.052427053451538086,-0.15319111459609758,0.32600006461143494,-0.04946160316467285,-0.1490924757039238,0.3059753030538559,-0.06638956069946289,-0.10828354471084367,0.2688838392496109,-0.04859340190887451,-0.0807108383691002
0.0,0.0,0.0,0.03115592896938324,-0.15663200616836548,-0.029952826366638874,0.14889010041952133,-0.27124255895614624,-0.0747564383008239,0.2663072645664215,-0.2775847911834717,-0.11173946635506127,0.3373239189386368,-0.2684733271598816,-0.13866427765867684,0.1258290335536003,-0.29631561040878296,-0.14536403344652626,0.33658991754055023,-0.2978721261024475,-0.19186972306749794,0.304085835814476,-0.24825364351272583,-0.20271198676607582,0.24622181057929993,-0.20548230409622192,-0.20138468073389504,0.130126491189003,-0.1633307933807373,-0.15173845218203041,0.35663454234600067,-0.19932126998901367,-0.19529663251421425,0.4771229475736618,-0.22221040725708008,-0.2001732908346412,0.5701548606157303,-0.22543257474899292,-0.20685778783342812,0.14515722543001175,-0.043566882610321045,-0.15218758808157418,0.35391248762607574,-0.10104632377624512,-0.16892414020082924,0.3263300508260727,-0.116274893283844,-0.13041098640940163,0.2744186222553253,-0.10077053308486938,-0.1050586871959922,0.1785438507795334,0.05760890245437622,-0.15517734216234658,0.32346774637699127,-0.043276429176330566,-0.14918188975832436,0.3049315810203552,-0.061192870140075684,-0.10672789292118523,0.26894035935401917,-0.043287694454193115,-0.07814064101955864
0.0,0.0,0.0,0.028232499957084656,-0.15800660848617554,-0.028749797603609295,0.14381606131792068,-0.27353644371032715,-0.07312625285101149,0.261830598115921,-0.28359150886535645,-0.10935333009672377,0.33205781877040863,-0.2808218002319336,-0.13497765000772688,0.12203063070774078,-0.30510997772216797,-0.14520321424913618,0.3314087837934494,-0.30548107624053955,-0.18961427744341108,0.29797032475471497,-0.2567859888076782,-0.1982821935029051,0.23908744752407074,-0.21684527397155762,-0.19588781531763289,0.12631100416183472,-0.1741918921470642,-0.1516624652953169,0.35060687363147736,-0.20850509405136108,-0.19504172738504622,0.47153644263744354,-0.23004674911499023,-0.19915951426935408,0.5648482888936996,-0.23218202590942383,-0.205542218050482,0.141108937561512,-0.054659366607666016,-0.15172703202676985,0.34911487996578217,-0.10989487171173096,-0.16752446826410505,0.32099293172359467,-0.12280339002609253,-0.12714489932966444,0.26817578077316284,-0.10611295700073242,-0.10100618388366911,0.17420604825019836,0.04750460386276245,-0.15430286165189955,0.31934110820293427,-0.05027639865875244,-0.14794474478674147,0.3015754967927933,-0.06700241565704346,-0.10491121198845121,0.2666469216346741,-0.04946619272232056,-0.07605623092365477
0.0,0.0,0.0,0.02496759593486786,-0.15889489650726318,-0.030559599292587336,0.13843520730733871,-0.2804330587387085,-0.07891520288319498,0.25518573820590973,-0.29461240768432617,-0.1190922650370112,0.3216780871152878,-0.29038774967193604,-0.14939917054505258,0.11283078044652939,-0.3051365613937378,-0.1556896212372294,0.31730110943317413,-0.30855685472488403,-0.20066564705700785,0.28618599474430084,-0.2590767741203308,-0.20903904166550547,0.22908486425876617,-0.21882367134094238,-0.20719414379925638,0.11549659073352814,-0.17602920532226562,-0.1627273055586329,0.3389548808336258,-0.21008753776550293,-0.20600361552567392,0.461344912648201,-0.23285400867462158,-0.20847109880776316,0.5537694841623306,-0.2347967028617859,-0.2150562348637095,0.13138321787118912,-0.05834531784057617,-0.16294875171513468,0.3405357152223587,-0.11674332618713379,-0.1774825843843928,0.3144572824239731,-0.12885111570358276,-0.13613408234448343,0.2616381347179413,-0.10918307304382324,-0.11091450777382761,0.16815362125635147,0.04216569662094116,-0.16607112613053232,0.3173731118440628,-0.05949145555496216,-0.15945356514782816,0.3007463365793228,-0.07347291707992554,-0.11676533695788294,0.263859361410141,-0.05297333002090454,-0.08923939045996576
